title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,country_of_publication,year
"FABLES: DELUXE EDITION, BOOK 12",Bill Willingham;Mark Buckingham;others,9781401261382,1401261388,2.0,,"In the latest deluxe collection, with stories from issues 101 through 113, Mister Dark has risen again, more powerful than ever.",https://www.amazon.com/Fables-Deluxe-Twelve-Bill-Willingham/dp/1401261388?tag=NYTBS-20,,"Comics & graphic novels, fantasy",English-speaking area,
"FABLES: DELUXE EDITION, BOOK THREE",Mark Buckingham;Tony Akins,9781401230975,1401230970,2.0,,This volume of the series about storybook characters in exile chronicles Fabletown under siege by Prince Charming running for mayor and an attack by wooden soldiers.,https://www.amazon.com/Fables-Deluxe-Edition-Book-Three/dp/1401230970?tag=NYTBS-20,,"Fairy tales, Characters and characteristics in literature, Legends, Comic books, strips, Adaptations",English-speaking area,2002
"FABLES: THE DELUXE EDITION, BOOK EIGHT",Bill Willingham;Mark Buckingham,9781401242794,1401242790,2.0,,"Flycatcher, a.k.a. the Frog Prince, takes center stage in this volume, which chronicles his rise from janitor to ruler of Haven.",https://www.amazon.com/Fables-Deluxe-Edition-Book-Eight/dp/1401242790?tag=NYTBS-20,,"Comics & graphic novels, fantasy",English-speaking area,
"FABLES: THE DELUXE EDITION, BOOK FOUR",Bill Willingham;others,9781401233907,1401233902,1.0,,"In this collection of the on-going series, Snow White gives birth (the father is the Big Bad Wolf) and Little Boy Blue discovers the identity of the Adversary.",https://www.amazon.com/Fables-Deluxe-Edition-Book-Four/dp/1401233902?tag=NYTBS-20,,"Fairy tales, Legends, Comic books, strips, Adaptations",English-speaking area,
"FABLES: THE DELUXE EDITION, BOOK NINE",Bill Willingham;Mark Buckingham;others,9781401250041,1401250041,3.0,,The final confrontation between the Fables and the Adversary begins with the fate of the Homelands and hanging in the balance.,https://www.amazon.com/Fables-Deluxe-Edition-Book-Nine/dp/1401250041?tag=NYTBS-20,,"Comics & graphic novels, fantasy",English-speaking area,2009
"FABLES: THE DELUXE EDITION, BOOK SEVEN",Bill Willingham;Mark Buckingham,9781401240400,1401240402,2.0,,"In this volume, the storybook characters in exile prepare for war with their adversary. Also: the Big Bad Wolf confronts the North Wind, his father.",https://www.amazon.com/Fables-Deluxe-Edition-Book-Seven/dp/1401240402?tag=NYTBS-20,,"Fairy tales, Adaptations, Comic books, strips, Legends",English-speaking area,
FABLES: WEREWOLVES OF THE HEARTLAND,Bill Willingham;others,9781401224790,1401224792,1.0,,"In his quest to find a new Fabletown, where he and his fellow storybook characters can reside, Bigby Wolf stumbles upon Story City, a town of werewolves.",https://www.amazon.com/Fables-Werewolves-Heartland-Bill-Willingham/dp/1401224792?tag=NYTBS-20,,,English-speaking area,2012
FABULOUS FASHION BOUTIQUE,Jane O'Connor,9780061235924,006123592X,2.0,,Fancy Nancy takes an entrepreneurial approach to haute couture.,https://www.amazon.com/Fancy-Nancy-Fabulous-Fashion-Boutique/dp/006123592X?tag=NYTBS-20,,,English-speaking area,2010-10-12
FACE PAINT,Lisa Eldridge,9781419717963,1419717960,3.0,,"A history of cosmetics, from ancient Egypt and classical Greek and Rome, the Victorian era and Hollywood glamour, to the present, with information on the practical reasons behind makeup and actual materials used.",https://www.amazon.com/Face-Paint-The-Story-Makeup/dp/1419717960?tag=NYTBS-20,,"Beauty culture, History, Cosmetics, Personal Beauty",English-speaking area,2015-10-13
FACE THE MUSIC,Paul Stanley,9780062114044,0062114042,3.0,,A memoir by the Kiss rhythm guitarist.,https://www.amazon.com/Face-Music-A-Life-Exposed-ebook/dp/B00FJ313ZY?tag=NYTBS-20,,"Rock musicians, Kiss (Musical group), Biography",English-speaking area,
FACTFULNESS,Hans Rosling;Ola Rosling;Anna Rosling Ronnlund,9781250123817,125012381X,2.0,,A look at our biases and the argument for why the world is in a better state than we might think.,https://www.amazon.com/Factfulness-Reasons-World-Things-Better-ebook/dp/B0756J1LLV?tag=NYTBS-20,,"Social perception, Social indicators, Quality of life, Critical thinking, Forecasting, Social prediction",English-speaking area,2018-04-03
FACTS AND FEARS,James R. Clapper;Trey Brown,9780525558644,0525558640,2.0,,The former director of national intelligence describes events that challenged the intelligence community and considers some ethical questions around its efforts.,https://www.amazon.com/Facts-Fears-Hard-Truths-Intelligence/dp/0525558640?tag=NYTBS-20,,"Intelligence service, United States, Friends and associates, National security, Intelligence officers, Officials and employees, United States. Office of the Director of National Intelligence, Biography",English-speaking area,
FAEFEVER,Karen Marie Moning,,,3.0,,MacKayla is caught in the middle as the faes battle it out in Dublin; the third part of the Fever series.,http://www.amazon.com/Faefever-Fever-Series-Book-3/dp/0440244390?tag=NYTBS-20,Delacorte,,,
FAIL UNTIL YOU DON'T,Bob Bones,9780062795816,0062795813,1.0,,,https://www.amazon.com/Fail-Until-You-Dont-Repeat/dp/0062795813?tag=NYTBS-20,,"Radio broadcasters, Biography, Success",English-speaking area,2018-06-19
FAIR GAME,Patricia Briggs,9780441020034,0441020038,4.0,,"Two werewolves, an Alpha and an Omega, help the F.B.I. track a serial killer who is murdering preternatural beings.",https://www.amazon.com/Fair-Game-Alpha-And-Omega/dp/0425256189?tag=NYTBS-20,Ace,"Fiction, Werewolves, Serial murderers, FICTION / Fantasy / Contemporary",English-speaking area,2012
FAIREST VOL. 3,Sean E. Williams;Stephen Sadowski;Phil Jimenez,9781401245931,1401245935,3.0,,"When Nalayani seeks help in order to save her village, she makes a startling discovery: Prince Charming, long-thought to be deceased, is actually alive and well!",https://www.amazon.com/Fairest-Vol-The-Return-Maharaja/dp/1401245935?tag=NYTBS-20,,,English-speaking area,2014
"FAIREST, VOL. 1",Bill Willingham;Phil Jimenez,9781401235505,1401235506,5.0,,"This spinoff shines a spotlight on the female characters who populate the long-running ""Fables"" series by Mr. Willingham.",https://www.amazon.com/Fairest-Vol-Fables-Bill-Willingham/dp/1401235506?tag=NYTBS-20,,,English-speaking area,2012
"FAIREST, VOL. 2",Lauren Beukes;Inaki Miranda,9781401240219,1401240216,2.0,,The spotlight is on Rapunzel who journeys away from Fabletown in search of her long-lost children.,https://www.amazon.com/Fairest-Vol-2-Hidden-Kingdom/dp/1401240216?tag=NYTBS-20,,"Fairy tales, Legends, Comic books, strips, Adaptations",English-speaking area,
"FAIREST, VOL. 5",Mark Buckingham;Bill Willingham;Russ Braun,9781401254261,1401254268,5.0,,"The animal fables at the farm demand to be given glamours, which would grant them the ability to change to human form and back again.",https://www.amazon.com/Fairest-Vol-The-Clamour-Glamour/dp/1401254268?tag=NYTBS-20,,"Fairy tales, Comic books, strips",English-speaking area,
FAIREST: IN ALL THE LAND,Bill Willingham;others,9781401239008,1401239005,1.0,,"Around 30 artists join Mr. Willingham for this short story collection, which focuses on the women of the “Fables” universe.",https://www.amazon.com/Fairest-All-Land-Bill-Willingham/dp/1401239005?tag=NYTBS-20,,,English-speaking area,
"FAIRY TAIL, VOL. 11",Hiro Mashima,9780345519924,0345519922,5.0,,"The Fairy Tail is a club of powerful wizards. In this volume, the members are used as pawns in a board game by the evil Jellal. Is killing them the only way to save them?",https://www.amazon.com/Fairy-Tail-Vol-Hiro-Mashima/dp/0345519922?tag=NYTBS-20,,,English-speaking area,
"FAIRY TAIL, VOL. 12",Hiro Mashima,9780345519931,0345519930,4.0,,"The Fairy Tail is a club of powerful wizards. In this installment, the good guys try to stop a feared black wizard from being revived.",https://www.amazon.com/Fairy-Tail-Vol-Hiro-Mashima/dp/0345519930?tag=NYTBS-20,,,English-speaking area,
"FAIRY TAIL, VOL. 16",Hiro Mashima,9781935429357,1935429353,3.0,,The Fairy Tail is a club of powerful wizards.,https://www.amazon.com/Fairy-Tail-Vol-Hiro-Mashima/dp/1935429353?tag=NYTBS-20,,,English-speaking area,2011-11-08
"FAIRY TAIL, VOL. 17",Hiro Mashima,9781612620541,161262054X,1.0,,"The Fairy Tail are a group of powerful wizards. In this volume, the destructive spell, Nirvana, which has the power to change the good and evil emotions within people, is unleashed.",https://www.amazon.com/Fairy-Tail-17-Hiro-Mashima/dp/161262054X?tag=NYTBS-20,,"Comics & graphic novels, manga, fantasy",English-speaking area,
"FAIRY TAIL, VOL. 18",Hiro Mashima,9781612620558,1612620558,3.0,,The Fairy Tail are a group of powerful wizards.,https://www.amazon.com/Fairy-Tail-18-Hiro-Mashima/dp/1612620558?tag=NYTBS-20,,"Wizards, Magic, Fantasy comic books, strips, Board games, Comic books, strips, Dragons",English-speaking area,
"FAIRY TAIL, VOL. 19",Hiro Mashima,9781612620565,1612620566,1.0,,The Fairy Tail are a group of powerful wizards.,https://www.amazon.com/Fairy-Tail-19-Hiro-Mashima/dp/1612620566?tag=NYTBS-20,,"Wizards, Magic, Fantasy comic books, strips, Board games, Comic books, strips, Dragons",English-speaking area,2012-06-12
"FAIRY TAIL, VOL. 24",Hiro Mashima,9781612622668,1612622666,5.0,,The Fairy Tail are a group of powerful wizards.,https://www.amazon.com/Fairy-Tail-24-Hiro-Mashima/dp/1612622666?tag=NYTBS-20,,"Wizards, Magic, Fantasy comic books, strips, Board games, Comic books, strips, Dragons",English-speaking area,
"FAIRY TAIL, VOL. 25",Hiro Mashima,9781612622675,1612622674,2.0,,The Fairy Tail are a group of powerful wizards.,https://www.amazon.com/Fairy-Tail-25-Hiro-Mashima/dp/1612622674?tag=NYTBS-20,,"Wizards, Magic, Fantasy comic books, strips, Board games, Comic books, strips, Dragons",English-speaking area,
"FAIRY TAIL, VOL. 26",Hiro Mashima,9781612622682,1612622682,2.0,,The Fairy Tail are a group of powerful wizards.,https://www.amazon.com/Fairy-Tail-26-Hiro-Mashima/dp/1612622682?tag=NYTBS-20,,"Wizards, Magic, Fantasy comic books, strips, Board games, Comic books, strips, Dragons",English-speaking area,2013-05-28
"FAIRY TAIL, VOL. 27",Hiro Mashima,9781612622699,1612622690,4.0,,The Fairy Tail are a group of powerful wizards.,https://www.amazon.com/Fairy-Tail-27-Hiro-Mashima/dp/1612622690?tag=NYTBS-20,,"Wizards, Magic, Fantasy comic books, strips, Board games, Comic books, strips, Dragons",English-speaking area,
"FAIRY TAIL, VOL. 28",Hiro Mashima,9781612622705,1612622704,3.0,,The Fairy Tail are a group of powerful wizards.,https://www.amazon.com/Fairy-Tail-28-Hiro-Mashima/dp/1612622704?tag=NYTBS-20,,"Wizards, Magic, Fantasy comic books, strips, Board games, Comic books, strips, Dragons",English-speaking area,
"FAIRY TAIL, VOL. 33",Hiro Mashima,9781612624105,1612624103,4.0,,The Grand Magic Games continue in this volume as Elfman prepares to face Bacchus.,https://www.amazon.com/Fairy-Tail-33-Hiro-Mashima/dp/1612624103?tag=NYTBS-20,,"Wizards, Magic, Fantasy comic books, strips, Board games, Comic books, strips, Dragons",English-speaking area,
"FAIRY TAIL, VOL. 37",Hiro Mashima,9781612624334,1612624332,2.0,,Ezra faces not one but two of the most powerful female wizards in the world while Natsu barrels ahead with his reckless plan to rescue Lucy.,https://www.amazon.com/Fairy-Tail-37-Hiro-Mashima/dp/1612624332?tag=NYTBS-20,,"Wizards, Magic, Fantasy comic books, strips, Board games, Comic books, strips, Dragons",English-speaking area,2014-04-15
"FAIRY TAIL, VOL. 38",Hiro Mashima,9781612624341,1612624340,2.0,,"Erza, Gajeel and Laxus reach the finals of The Grand Magic Games but those events pale in comparison to another shocking development: the return of the dragons.",https://www.amazon.com/Fairy-Tail-38-Hiro-Mashima/dp/1612624340?tag=NYTBS-20,,"Wizards, Magic, Guilds, Comic books, strips",English-speaking area,2014-05-13
"FAIRY TAIL, VOL. 39",Hiro Mashima,9781612624167,1612624162,3.0,,The dragons have returned and humanity’s only hope is the Eclipse Cannon and the magic of the dragon slayers.,https://www.amazon.com/Fairy-Tail-39-Hiro-Mashima/dp/1612624162?tag=NYTBS-20,,"Wizards, Magic, Guilds, Comic books, strips",English-speaking area,
"FAIRY TAIL, VOL. 40",Hiro Mashima,9781612624174,1612624170,5.0,,The Fatal Day conflict with the dragons comes to end.,https://www.amazon.com/Fairy-Tail-40-Hiro-Mashima/dp/1612624170?tag=NYTBS-20,,"Good and evil, Wizards, Magic, Fiction",English-speaking area,2014-07-15
"FAIRY TAIL, VOL. 41",Hiro Mashima,9781612624372,1612624375,4.0,,"The Fairy Tail, a group of powerful wizards, encounter a town where everything is frozen, including giants and the Eternal Flame.",https://www.amazon.com/Fairy-Tail-41-Hiro-Mashima/dp/1612624375?tag=NYTBS-20,,"Good and evil, Wizards, Magic, Fiction",English-speaking area,2014-08-12
"FAIRY TAIL, VOL. 42",Hiro Mashima,9781612625614,1612625614,2.0,,"When a dark guild of demons attack former members of the Magic Council, only Fairy Tail can rise to their defense.",https://www.amazon.com/Fairy-Tail-42-Hiro-Mashima/dp/1612625614?tag=NYTBS-20,,"Wizards, Magic, Comic books, strips",English-speaking area,2014-09-30
"FAIRY TAIL, VOL. 43",Hiro Mashima,9781612625621,1612625622,5.0,,The demons of Tartaros continue their murderous assault on former members of the Magic Council.,https://www.amazon.com/Fairy-Tail-43-Hiro-Mashima/dp/1612625622?tag=NYTBS-20,,,English-speaking area,
"FAIRY TAIL, VOL. 44",Hiro Mashima,9781612625638,1612625630,2.0,,Natsu comes face–to–face with Zeref the Black Wizard while Natsu and others raid the Tartaros guild.,https://www.amazon.com/Fairy-Tail-44-Hiro-Mashima/dp/1612625630?tag=NYTBS-20,,"Good and evil, Wizards, Magic, Fiction",English-speaking area,2014-11-25
"FAIRY TAIL, VOL. 46",Hiro Mashima,9781612627977,1612627978,4.0,,The battle against the Nine Demon Gates continues.,https://www.amazon.com/Fairy-Tail-46-Hiro-Mashima/dp/1612627978?tag=NYTBS-20,,"Graphic novels, Magic, Translations into English, Battles, Comic books, strips, Wizards, Fantasy comic books, strips, Guilds, Good and evil",English-speaking area,
"FAIRY TAIL, VOL. 47",Hiro Mashima,9781612627984,1612627986,4.0,,Gray gains new powers while Natsu and Gajeel battle Tempester and Torafuzar.,https://www.amazon.com/Fairy-Tail-47-Hiro-Mashima/dp/1612627986?tag=NYTBS-20,,"Graphic novels, Magic, Translations into English, Battles, Comic books, strips, Wizards, Fantasy comic books, strips, Guilds, Good and evil",English-speaking area,2015-03-31
"FAIRY TAIL, VOL. 48",Hiro Mashima,9781612628196,1612628192,3.0,,"The dragons slayers Rogue and Sting join the fray against Mard Geer, who reveals his true, demonic form.",https://www.amazon.com/Fairy-Tail-48-Hiro-Mashima/dp/1612628192?tag=NYTBS-20,,"Comic books, strips, Wizards, Magic, Battles, Good and evil",English-speaking area,2015-06-02
"FAIRY TAIL, VOL. 52",Hiro Mashima,9781632361158,1632361159,4.0,,Natsu and his friends learn the secret behind Makarov’s disappearance.,https://www.amazon.com/Fairy-Tail-52-Hiro-Mashima/dp/1632361159?tag=NYTBS-20,,,English-speaking area,2016-02-23
"FAIRY TAIL, VOL. 53",Hiro Mashima,9781632361264,1632361264,5.0,,Fairy Tail must prepare for an invasion by Zeref and the Alvarez Empire.,https://www.amazon.com/Fairy-Tail-53-Hiro-Mashima/dp/1632361264?tag=NYTBS-20,,"Good and evil, Wizards, Magic, Guilds, Graphic novels, Battles, Comic books, strips",English-speaking area,2016-04-12
"FAIRY TAIL, VOL. 55",Hiro Mashima,9781632362629,1632362627,2.0,,Zeref reveals a hidden connection between himself and Natsu.,https://www.amazon.com/Fairy-Tail-55-Hiro-Mashima/dp/1632362627?tag=NYTBS-20,,"Wizards, Magic, Guilds, Good and evil, Battles, Comic books, strips",English-speaking area,2016-08-09
"FAIRY TAIL, VOL. 56",Hiro Mashima,9781632362902,1632362902,1.0,,The battle for Magnolia continues.,https://www.amazon.com/Fairy-Tail-56-Hiro-Mashima/dp/1632362902?tag=NYTBS-20,,"Wizards, Magic, Guilds, Good and evil, Battles, Comic books, strips",English-speaking area,2016-09-27
FAIRY TALE COMICS: CLASSIC TALES TOLD BY EXTRAORDINARY CARTOONISTS,Chris Duffy;others,9781596438231,1596438231,5.0,,"17 classic and not–so–classic fairy tales are adapted in this book, including “Puss in Boots,” “Goldilocks” and “The Boy Who Drew Cats.”",https://www.amazon.com/Fairy-Tale-Comics-Extraordinary-Cartoonists/dp/1596438231?tag=NYTBS-20,,"Fairy tales, Juvenile literature, Comic books, strips",English-speaking area,2013-09-24
FAIRY TALE INTERRUPTED,RoseMarie Terenzio,9781439187692,143918769X,2.0,,Recollections of John F. Kennedy Jr. from his former personal assistant and confidante.,https://www.amazon.com/Fairy-Tale-Interrupted-Memoir-Life-ebook/dp/B004INHD2S?tag=NYTBS-20,,"Friends and associates, Biography",English-speaking area,2012-01-24
FAIRY TALE ROMANCE COLLECTION,Melanie Dickerson,9780310749219,0310749212,3.0,,,https://www.amazon.com/Fairy-Tale-Romance-Collection-Apprentice-ebook/dp/B00L7DLFH6?tag=NYTBS-20,,"Children's fiction, Love, fiction, Christian life, fiction, Stepfamilies, fiction, Middle ages, fiction, Great britain, history, fiction",English-speaking area,2015-03-10
FAIRYTALE,Danielle Steel,9781101884065,1101884061,3.0,,Camille Lammenais returns from college to manage her family's winery in Napa Valley and is forced to deal with tragedy and unexpected dangers.,https://www.amazon.com/Fairytale-Novel-Danielle-Steel/dp/1101884061?tag=NYTBS-20,Delacorte,"Stepdaughters, Stepmothers, Fiction",English-speaking area,2017
FAITHFUL,Alice Hoffman,,,19.0,,,https://www.amazon.com/Faithful-Novel-Alice-Hoffman/dp/1476799202?tag=NYTBS-20,Simon & Schuster,,,
FAITHFUL PLACE,Tana French,,,8.0,,"Twenty-two years after a Dublin woman stood up her intended groom, her abandoned suitcase is discovered.",http://www.amazon.com/Faithful-Place-Tana-French/dp/0143119494?tag=NYTBS-20,Viking,,,2012-05-01
FALL FROM GRACE,Danielle Steel,9781101884003,1101884002,3.0,,A widow left out of her huband's will tries to make a new life as a fashion designer.,https://www.amazon.com/Fall-Grace-Novel-Danielle-Steel-ebook/dp/B071VB3B79?tag=NYTBS-20,Delacorte,,English-speaking area,2018
FALL FROM GRACE,Danielle Steel,9781101884003,1101884002,3.0,,A widow left out of her huband's will tries to make a new life as a fashion designer.,https://www.amazon.com/Fall-Grace-Novel-Danielle-Steel-ebook/dp/B071VB3B79?tag=NYTBS-20,Delacorte,,English-speaking area,2012-06-07
