,title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,year
10034,WOLF HALL,Hilary Mantel,9780007230204,0007230206,15.0,,Thomas More and Thomas Cromwell clash in Henry VIII’s turbulent court.,http://www.amazon.com/Wolf-Hall-Novel-Hilary-Mantel-ebook/dp/B002UZ5K4Y?tag=NYTBS-20,Holt,,2010
10035,WOLF IN WHITE VAN,John Darnielle,9780374709662,0374709661,9.0,,The disfigured creator of a role-playing game is pulled back in time to the event that shaped his life.,http://www.amazon.com/Wolf-White-Van-A-Novel/dp/0374292086?tag=NYTBS-20,"Farrar, Straus & Giroux",,2014-09-16
10036,WOLF PACK,CJ Box,9780525538196,0525538194,2.0,,The Wyoming game wardens Joe Pickett and Katelyn Hamm take on killers working for the Sinaloa cartel.,https://www.amazon.com/Wolf-Pack-Pickett-Novel-Book-ebook/dp/B07FLZYJD8?tag=NYTBS-20,,,2019-03-12
10037,WOLFPACK,Ab Wambach,9781250217707,1250217709,3.0,,,https://www.amazon.com/WOLFPACK-Together-Unleash-Power-Change/dp/1250217709?tag=NYTBS-20,,,2019-04-09
10038,WOLFSBANE,Andrea Cremer,9780399254833,0399254838,5.0,,Calla is offered a chance to destroy her former masters and save the pack.,https://www.amazon.com/Wolfsbane-Nightshade-Andrea-Cremer/dp/0399254838?tag=NYTBS-20,,,2011
10039,WOLVERINE BY MARK MILLAR OMNIBUS,Mark Millar;others,9780785167969,078516796X,5.0,,"Two now classic tales of Wolverine: in one, he confronts the ninjas of the Hand. In the other, an older Wolverine is one of the last heroes left standing.",https://www.amazon.com/Wolverine-Mark-Millar-Omnibus/dp/078516796X?tag=NYTBS-20,,,
10040,WOLVERINE: OLD MAN LOGAN,Mark Millar;Steve McNiven,9780785131595,0785131590,4.0,,"In a future world where the villains are triumphant, Wolverine has left heroics behind to care for his family. If only Hawkeye and the Hulk gang would accept that.",https://www.amazon.com/Wolverine-Old-Logan-Mark-Millar/dp/0785131590?tag=NYTBS-20,,,2009
10041,WOMAN OF GOD,James Patterson;Maxine Paetro,9780316274029,031627402X,1.0,,"The story of a (woman) doctor who, after a life of service and suffering, becomes a Catholic priest.",https://www.amazon.com/Woman-God-James-Patterson-ebook/dp/B01C37XEXC?tag=NYTBS-20,"Little, Brown",,2016-09-26
10042,WOMEN AND MONEY,Suze Orman,9780812981315,0812981316,2.0,,The financial guru tailors her financial advice especially for women.,https://www.amazon.com/Women-Money-Owning-Control-Destiny/dp/0385519311?tag=NYTBS-20,,,2010
10043,WOMEN FOOD AND GOD,Geneen Roth,9781416543077,1416543074,3.0,,How women can free themselves from the tyranny of fear and hopelessness surrounding their bodies.,https://www.amazon.com/Women-Food-God-Unexpected-Everything/dp/1416543074?tag=NYTBS-20,,,2010-03-02
10044,WOMEN IN CLOTHES,Sheila Heti;Heidi Julavits;Leanne Shapton;639 Others,9780399166563,0399166564,3.0,,Women of all nationalities speak about their personal style.,https://www.amazon.com/Women-Clothes-Sheila-Heti/dp/0399166564?tag=NYTBS-20,,,2014
10045,WOMEN IN SCIENCE,Rachel Ignotofsky,9781607749769,1607749769,5.0,,Fifty women who have transformed science and technology.,https://www.amazon.com/Women-Science-Fearless-Pioneers-Changed/dp/1607749769?tag=NYTBS-20,,,2016-07-26
10046,WOMEN ROWING NORTH,Mary Pipher,9781632869609,1632869608,3.0,,"Reflections on the ageism, misogyny and loss that women might encounter as they grow older.",https://www.amazon.com/Women-Rowing-North-Navigating-Flourishing/dp/1632869608?tag=NYTBS-20,,,2019-01-15
10047,WOMEN WHO WORK,Ivanka Trump,9780735211322,0735211329,4.0,,,https://www.amazon.com/Women-Who-Work-Rewriting-Success/dp/0735211329?tag=NYTBS-20,,,2017-05-02
10048,WONDER,RJ Palacio,9780375869020,0375869026,5.0,,A boy with a facial deformity enters the fifth grade at a mainstream school.,https://www.amazon.com/Wonder-R-J-Palacio-ebook/dp/B0051ANPZQ?tag=NYTBS-20,,,2012-02-14
10049,"WONDER WOMAN, VOL. 1",Brian Azzarello;Cliff Chiang,9781401235635,1401235638,3.0,,Wonder Woman learns the true identity of her father in this rebooted series.,https://www.amazon.com/Wonder-Woman-Vol-Comics-Hardcover/dp/1401235638?tag=NYTBS-20,,,2012
10050,"WONDER WOMAN, VOL. 2",Brian Azzarello;Cliff Chiang,9781401238094,1401238092,4.0,,"The Amazon travels to the realm of Hades to save an ally, with Greek gods and goddesses on either side of the struggle.",https://www.amazon.com/Wonder-Woman-Vol-Comics-Numbered/dp/1401238092?tag=NYTBS-20,,,2013-01-15
10051,"WONDER WOMAN, VOL. 3",Brian Azzarello;Cliff Chiang,9781401242619,1401242618,4.0,,"Orion joins Wonder Woman in her search for Zola's baby, but he may have ulterior motives.",https://www.amazon.com/Wonder-Woman-Vol-Iron-The/dp/1401242618?tag=NYTBS-20,,,2013
10052,"WONDER WOMAN, VOL. 4",Brian Azzarello;Cliff Chiang;Tony Akins,9781401246082,1401246087,2.0,,"Wonder Woman seeks the aid of Orion and the New Gods in her battle against her brother, the First Born.",https://www.amazon.com/Wonder-Woman-Vol-War-The/dp/1401246087?tag=NYTBS-20,,,2012
10053,"WONDER WOMAN: EARTH ONE, VOL. 1",Grant Morrison;Yanick Paquette,9781401229788,1401229786,1.0,,"Wonder Woman, the Amazons and Paradise Island all receive updated origins.",https://www.amazon.com/Wonder-Woman-Earth-One-Vol/dp/1401229786?tag=NYTBS-20,,,2016-04-12
10054,"WONDER WOMAN: ODYSSEY, VOL. 1",J Michael Straczynski;Don Kramer,9781401230777,1401230776,1.0,,"Someone has messed with time and altered Wonder Woman’s past. Now the Amazing Amazon, decked out in a new costume, must find out why.",https://www.amazon.com/Wonder-Woman-Odyssey-Comics-Hardcover/dp/1401230776?tag=NYTBS-20,,,2011
10055,"WONDER WOMAN: ODYSSEY, VOL. 2",J Michael Straczynski;Phil Hester;Don Kramer,9781401247836,1401247830,2.0,,"In the final collection of Wonder Woman's adventures before the ""New 52"" relaunch, Princess Diana must face some of her deadliest foes, including Cheetah and Dr. Psycho.",https://www.amazon.com/Wonder-Woman-Odyssey-Vol-2/dp/1401234313?tag=NYTBS-20,,,2012-03-13
10056,WONDER WOMAN: WARBRINGER,Leigh Bardugo,9780399549731,0399549730,3.0,,"Diana, Princess of the Amazons, saves a descendant of Helen of Troy and together they fight to save both of their worlds.",https://www.amazon.com/Wonder-Woman-Warbringer-DC-Icons/dp/0399549730?tag=NYTBS-20,,,2017-08-29
10057,WONDERFUL TONIGHT,Pattie Boyd;Penny Junor,9780307450227,0307450228,4.0,,Boyd describes her marriages to George Harrison and Eric Clapton. Originally published in 2007.,https://www.amazon.com/Wonderful-Tonight-George-Harrison-Clapton-ebook/dp/B0017T09XQ?tag=NYTBS-20,,,2008-05-27
10058,WONDERSTRUCK,Brian Selznick,9780545027892,0545027896,1.0,,"In alternating stories told in words and pictures, children look for loved ones.",https://www.amazon.com/Wonderstruck-Schneider-Family-Book-Award/dp/0545027896?tag=NYTBS-20,,,2011
10059,WOOF,Spencer Quinn,9780545643337,0545643333,3.0,,,https://www.amazon.com/Woof-Spencer-Quinn-ebook/dp/B00OBOAJOI?tag=NYTBS-20,,,2015-04-28
10060,WORD OF MOUSE,James Patterson;Chris Grabenstein,9780316349567,0316349569,2.0,,"After escaping a laboratory, a wily blue rodent makes his way in the world.",https://www.amazon.com/Word-Mouse-James-Patterson/dp/0316349569?tag=NYTBS-20,,,2016-12-12
10061,WORDS OF RADIANCE,Brandon Sanderson,9781429949620,1429949627,1.0,,"The second book of the Stormlight Archive fantasy epic, set in the world of Roshar.",https://www.amazon.com/Words-Radiance-The-Stormlight-Archive-ebook/dp/B00DA6YEKS?tag=NYTBS-20,Tor/Tom Doherty,,2014-03-04
10062,WORDS WITHOUT MUSIC,Philip Glass,9780871404381,0871404389,5.0,,"The composer's memoir recalls family, teachers and friends and offers insights about his music.",https://www.amazon.com/Words-Without-Music-A-Memoir/dp/0871404389?tag=NYTBS-20,,,2015-04-07
10063,WORKING STIFF,Judy Melinek;T J Mitchell,9781476727271,1476727279,4.0,,"A memoir of a young forensic pathologist's ""rookie season"" as a New York City medical examiner.",https://www.amazon.com/Working-Stiff-Bodies-Medical-Examiner-ebook/dp/B00GEEB8GQ?tag=NYTBS-20,,,2014-08-12
10064,WORLD GONE BY,Dennis Lehane,9781408706718,1408706717,8.0,,"In 1943, the gangster Joe Coughlin, a rising power in the Tampa underworld, discovers that there is a contract out on his life; the final book in a trilogy.",http://www.amazon.com/World-Gone-By-Coughlin-Series-ebook/dp/B00DB32RRM?tag=NYTBS-20,Morrow/HarperCollins,,2015-05-07
10065,WORLD OF WARCRAFT: PEARL OF PANDARIA,Micky Neilson;Sean Galloway,9781401226992,140122699X,3.0,,"This graphic novel explores the world of Warcraft and ties into the ""World of Warcraft: Mists of Pandaria"" expansion pack.",https://www.amazon.com/World-Warcraft-Pandaria-Micky-Neilson/dp/140122699X?tag=NYTBS-20,,,2012
10066,WORLD ORDER,Henry Kissinger,9781594206146,1594206147,4.0,,The elder statesman offers a view of how to build an international order in today’s world. ,https://www.amazon.com/World-Order-Henry-Kissinger-ebook/dp/B00INIXVMK?tag=NYTBS-20,,,2014
10067,WORLD WAR Z,Max Brooks,9780307346612,0307346617,3.0,,"An ""oral history"" of an imagined Zombie War that nearly destroys civilization.",https://www.amazon.com/World-Market-Movie-Tie-In-Edition/dp/0770437400?tag=NYTBS-20,,,2007-10-16
10068,WORST CASE,James Patterson;Michael Ledwidge,9780316036221,0316036226,1.0,,A New York detective raising 10 children alone investigates a string of kidnappings and killings of teenagers by a villain with unusual motives.,https://www.amazon.com/Worst-Michael-Bennett-James-Patterson/dp/0446574732?tag=NYTBS-20,"Little, Brown",,
10069,WORTH DYING FOR,Lee Child,9780385344319,0385344317,1.0,,Jack Reacher can’t let go of a decades-old case of a missing child.,https://www.amazon.com/Worth-Dying-For-Reacher-Novel/dp/0440246296?tag=NYTBS-20,Delacorte,,2010
10070,WORTH EVERY PENNY,Sarah Petty;Erin Verbeck,9781608322770,1608322777,4.0,,How to satisfy customers and still charge what you’re worth.,https://www.amazon.com/Worth-Every-Penny-Business-Customers/dp/1608322777?tag=NYTBS-20,,,
10071,WORTHY FIGHTS,Leon Panetta;Jim Newton,9781594205965,1594205965,3.0,,"The writer’s experience in the Obama administration as  director of the C.I.A. and secretary of defense.
",https://www.amazon.com/Worthy-Fights-Memoir-Leadership-Peace/dp/1594205965?tag=NYTBS-20,,,2014
10072,WRECKED,Carol Higgins Clark,9781439170274,1439170274,8.0,,"In the 13th mystery in this series, the suspicious disappearance of a neighbor interrupts a romantic weekend on Cape Cod for the P.I. Regan Reilly and her husband.",http://www.amazon.com/Wrecked-A-Regan-Reilly-Mystery/dp/1439170266?tag=NYTBS-20,Scribner,,2010-04-13
10073,WRITING MY WRONGS,Shaka Senghor,9781101907290,1101907290,4.0,,"A former prison inmate is now a lecturer on criminal justice reform. His harrowing personal story encompasses a childhood spiral from academic honor rolls into teenage criminality and evolves to one of adult perspective, atonement, redemption and mentorship.",https://www.amazon.com/Writing-My-Wrongs-Redemption-American/dp/1101907290?tag=NYTBS-20,,,2016
10074,WRITTEN IN MY OWN HEART'S BLOOD,Diana Gabaldon,9780440246442,044024644X,1.0,,"In the eighth Outlander time-traveling romance, Jamie Fraser and his family face challenges in the 18th and 20th centuries.",https://www.amazon.com/Written-Own-Hearts-Blood-Outlander-ebook/dp/B00C8S9W0G?tag=NYTBS-20,Delacorte,,
10075,WUNDERSMITH: THE CALLING OF MORRIGAN CROW,Jessica Townsend,9780316508919,0316508918,3.0,,Morrigan must prove her innocence when the citizens of Wundrous Society disappear and she is the prime suspect.,https://www.amazon.com/Wundersmith-Calling-Morrigan-Crow-Nevermoor/dp/0316508918?tag=NYTBS-20,,,2018-11-13
10076,WYOMING BOLD,Diana Palmer,9780373777242,0373777248,4.0,,"The former border agent Dalton Kirk has returned to his Wyoming ranch, eager for a little peace — until Merissa, a local eccentric who can glimpse the future, knocks on his door.",https://www.amazon.com/Wyoming-Bold-Diana-Palmer/dp/0373777248?tag=NYTBS-20,,,2013-10-29
10077,WYOMING BRAVE,Diana Palmer,9780373789948,0373789947,4.0,,"Ren Colter, a wealthy rancher, protects a beautiful woman from a stalker.",https://www.amazon.com/Wyoming-Brave-Men-Diana-Palmer/dp/0373789947?tag=NYTBS-20,,,2016
10078,WYOMING FIERCE,Diana Palmer,9780373776962,0373776969,2.0,,"Bodie Mays doesn’t mind saving the rancher and war veteran Cane Kirk from himself, but soon she’s the one in need of rescuing.",https://www.amazon.com/Wyoming-Fierce-Men-Diana-Palmer-ebook/dp/B008X47FH6?tag=NYTBS-20,,,2012-10-23
10079,WYOMING RUGGED,Diana Palmer,9780373779734,0373779739,5.0,,"After a possible tragedy, a billionaire oilman admits his love for his best friend's daughter. The attraction is mutual, but she faces a difficult decision about their relationship.",https://www.amazon.com/Wyoming-Rugged-Men-Diana-Palmer/dp/0373779739?tag=NYTBS-20,,,2015
10080,WYOMING STRONG,Diana Palmer,9780373779109,0373779100,5.0,,"Wolf Patterson and Sara Brandon are old enemies, but fate has brought the tall, blue-eyed rancher together with the dark-haired beauty.",https://www.amazon.com/Wyoming-Strong-Diana-Palmer/dp/0373779100?tag=NYTBS-20,,,2014-10-28
10081,WYOMING TOUGH,Diana Palmer,9780373776290,0373776292,5.0,,"A cowboy through and through, the ranch owner Mallory Kirk knows what it means to put in a full day’s work. But does his new cowgirl?",https://www.amazon.com/Wyoming-Tough-Diana-Palmer-ebook/dp/B005JSRCUY?tag=NYTBS-20,,,2011-10-25
10082,"WYTCHES, VOL. 1",Scott Snyder;Jock,9781632153807,1632153807,1.0,,"This new horror series follows the Rook family, who move to Litchfield, N.H. to start a new life, only to find something terrifying waiting for them in the woods on the edge of town.",https://www.amazon.com/Wytches-Volume-1-Scott-Snyder/dp/1632153807?tag=NYTBS-20,,,2015
10083,Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,9780762462872,0762462876,92.0,4.0,,,,,2018-10-02
10084,Wacky Waving Inflatable Tube Guy (RP Minis),by Conor Riordan (Author);Gemma Correll (Illustrator),,0762462876,2.0,4.0,,,,"[""Books"",""Humor & Entertainment"",""Humor""]",
10085,"Waiting Is Not Easy! (An Elephant and Piggie Book) (Elephant and Piggie Book, An)",Mo Willems,9781423199571,142319957X,2.0,4.8,,,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",2014-11-04
10086,Walk the Wire,David Baldacci (Author);Kyf Brewer (Narrator);Orlagh Cassidy (Narrator);Grand Central Publishing (Publisher);1 more,9781538751367,1538751364,35.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Crime""]",2020-04-21
10087,War Lord: A Novel (Saxon Tales Book 13),Bernard Cornwell,9780008183974,000818397X,11.0,4.8,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2020-10-15
10088,"War Lord: A Novel (Saxon Tales, 13)",Bernard Cornwell,,0062563297,12.0,4.8,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",
10089,War Lord: Book 13 (The Last Kingdom Series),Bernard Cornwell,9780008183974,000818397X,70.0,4.8,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2020-10-15
10090,"War Lord: The Last Kingdom Series, Book 13",Bernard Cornwell (Author);Matt Bates (Narrator);HarperCollins (Publisher);0 more,9780008183974,000818397X,18.0,4.8,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]",2020-10-15
10091,Water for Elephants: A Novel,Sara Gruen,9781565125858,1565125851,31.0,4.6,,,,,2007-05-01
10092,We Begin at the End,Chris Whitaker,9781785769412,1785769413,24.0,4.4,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2020-03-26
10093,We Begin at the End,Chris Whitaker (Author);George Newbern (Narrator);Macmillan Audio (Publisher);0 more,,,1.0,4.4,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Amateur Sleuths""]",
10094,We Were Liars,E. Lockhart,9780375984402,0375984402,2.0,4.5,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",2014-05-13
10095,We Were the Lucky Ones,Georgia Hunter (Author);Kathleen Gati (Narrator);Robert Fass (Narrator);Penguin Audio (Publisher);1 more,,,42.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Cultural Heritage""]",
10096,We Were the Lucky Ones: A Novel,Georgia Hunter,9780399563096,0399563091,11.0,4.7,"In 1939, members of a Jewish family in Radom, Poland are forced into different circumstances as the horrors in Europe increase.",https://www.amazon.com/We-Were-Lucky-Ones-Novel/dp/0399563091?tag=NYTBS-20,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2018-01-02
10097,"We're Different, We're the Same (Sesame Street)",Joe Mathieu,9780679843276,0679843272,6.0,4.9,,,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",
10098,"We're Different, We're the Same (Sesame Street) (Pictureback(R))",Joe Mathieu,9780679843276,0679843272,6.0,4.9,,,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",
10099,We're Going on a Bear Hunt (Classic Board Books),Michael Rosen,9780689815812,0689815816,13.0,4.8,,,,"[""Books"",""Children's Books"",""Early Learning""]",1997-10-01
10100,West with Giraffes: A Novel,Lynda Rutledge,9781542023344,1542023343,21.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2021-02
10101,West with Giraffes: A Novel,Lynda Rutledge (Author);Danny Campbell (Narrator);Brilliance Audio (Publisher);0 more,9781542023344,1542023343,67.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]",2021-02
10102,What Alice Forgot,Liane Moriarty,9780141960241,0141960248,7.0,4.4,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2010-05-27
10103,What Alice Forgot,Liane Moriarty (Author);Tamara Lovatt-Smith (Narrator);Penguin Audio (Publisher);0 more,9781611763966,1611763967,26.0,4.4,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]",2014-07-03
10104,What Happened,Hillary Rodham Clinton,9781501175572,1501175572,14.0,4.6,,,,,2017-09-12
10105,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,9780544272996,0544272994,3.0,4.7,"Scientific (but often humorous) answers to hypothetical questions, based in part on the author’s website, xkcd.com.",https://www.amazon.com/What-If-Scientific-Hypothetical-Questions-ebook/dp/B00IYUYF4A?tag=NYTBS-20,,"[""Books"",""Humor & Entertainment"",""Humor""]",2014
10106,What Pet Should I Get? (Classic Seuss),Dr. Seuss,9780399552212,0399552219,46.0,4.8,,,,,2015-07-28
10107,What Should Danny Do? (The Power to Choose Series),Adir Levy,9780692848388,069284838X,1.0,4.8,,,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",2017-05
10108,What the Wind Knows,Amy Harmon,9781503904590,1503904598,79.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2019
10109,What the Wind Knows,Amy Harmon (Author);Saskia Maarleveld (Narrator);Will Damron (Narrator);Brilliance Audio (Publisher);1 more,,,5.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Cultural Heritage""]",
10110,What to Expect When You're Expecting,Heidi Murkoff,9780761187486,0761187480,1.0,4.8,Advice for parents-to-be. Originally published in 1984.,https://www.amazon.com/What-Expect-Youre-Expecting-Edition/dp/0761148574?tag=NYTBS-20,,"[""Books"",""Health, Fitness & Dieting"",""Women's Health""]",2016-05-31
10111,What to Expect When You're Expecting (What to Expect (Workman Publishing)),Heidi Murkoff,9780761193159,0761193154,2.0,4.8,,,,"[""Books"",""Health, Fitness & Dieting"",""Women's Health""]",2016-05-31
10112,What to Expect When You're Expecting 5th Edition,by Heidi E Murkoff (Author),,1471147525,98.0,4.8,,,,"[""Books"",""Health, Fitness & Dieting"",""Women's Health""]",
10113,What to Expect When You’re Expecting,Heidi Murkoff (Author;Narrator);Meeghan Holaway (Narrator);Emma Bing (Narrator);James Patrick Cronin (Narrator);Khristine Hvam (Narrator);Vanessa Johansson (Narrator);Inés del Castillo (Narrator);Almarie Guerra (Narrator);Tanis Parenteau (Narrator);Mat Vairo (Narrator);Jasmin Walker (Narrator);Sofia Willingham (Narrator);Audible Studios (Publisher);10 more,,,6.0,4.8,,,,"[""Books"",""Health, Fitness & Dieting"",""Women's Health"",""Pregnancy & Childbirth""]",
10114,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,9781609619374,1609619374,90.0,4.4,,,,,
10115,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,9781609617417,160961741X,28.0,4.4,,,,,2014-06-03
10116,When Breath Becomes Air,Paul Kalanithi,9781473523494,1473523494,12.0,4.7,,,,"[""Books"",""Medical Books"",""Medicine""]",2016-02-04
10117,When Breath Becomes Air,Paul Kalanithi (Author);Sunil Malhotra (Narrator);Cassandra Campbell (Narrator);Abraham Verghese - foreword (Author);Random House Audio (Publisher);2 more,,,8.0,4.7,,,,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics"",""Medical""]",
10118,When Breath Becomes Air,Paul KalanithiAbraham Verghese,9780812988406,081298840X,1.0,4.7,A memoir by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.,https://www.amazon.com/When-Breath-Becomes-Paul-Kalanithi-ebook/dp/B00XSSYR50?tag=NYTBS-20,,"[""Books"",""Medical Books"",""Medicine""]",2016-01-12
10119,When God Made You,Matthew Paul Turner,9780525650690,0525650695,6.0,4.9,,,,"[""Books"",""Children's Books"",""Literature & Fiction""]",2020-01-28
10120,When God Made You,Matthew Paul Turner (Author);Adenrele Ojo (Narrator);Listening Library (Publisher);0 more,9781601429193,1601429193,69.0,4.9,,,,"[""Books"",""Children's Books"",""Literature & Fiction"",""Religious Fiction"",""Christian"",""Family""]",2017-02-28
10121,When He Was Wicked (Bridgertons Book 6),Julia Quinn,9780062424136,0062424130,37.0,4.6,,,,"[""Books"",""Romance"",""Historical""]",2017-02-28
10122,"When He Was Wicked: Bridgerton (Bridgertons, 6)",Julia Quinn,9780062424136,0062424130,81.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Women's Fiction""]",2017-02-28
10123,When We Believed in Mermaids: A Novel,Barbara O'Neal,9781542004527,1542004527,19.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2019
10124,Where Do Diggers Sleep at Night? (Where Do...Series),Brianna Caplan Sayres,9780593482872,0593482875,85.0,4.8,,,,,2022-05-17
10125,Where Do Diggers Sleep at Night? (Where Do...Series),Brianna Caplan SayresChristian Slade,9780593482872,0593482875,7.0,4.8,,,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",2022-05-17
10126,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,,0689835604,2.0,4.8,,,,"[""Books"",""Children's Books"",""Science, Nature & How It Works""]",
10127,Where the Crawdads Sing,Delia Owens,9780735219090,0735219095,11.0,4.8,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=NYTBS-20,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2018-08-14
10128,Where the Forest Meets the Stars,Glendy Vanderah,9781503904910,1503904911,11.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",
10129,Where the Forest Meets the Stars,Glendy Vanderah (Author);Lauren Ezzo (Narrator);Brilliance Audio (Publisher);0 more,9781503904910,1503904911,54.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]",2019
10130,Where the Red Fern Grows,Wilson Rawls,9780307781567,0307781569,18.0,4.8,,,,"[""Books"",""Children's Books"",""Literature & Fiction""]",2011-01-12
10131,Where the Red Fern Grows,Wilson Rawls (Author);Anthony Heald (Narrator);Listening Library (Publisher);0 more,,,15.0,4.8,,,,"[""Books"",""Children's Books"",""Literature & Fiction"",""Historical Fiction"",""United States"",""1900s""]",
10132,Where the Wild Things Are,Maurice Sendak,9781553198536,1553198530,21.0,4.9,,,,"[""Books"",""Children's Books"",""Science Fiction & Fantasy""]",2007-01-01
10133,Where's Spot?,Eric Hill,,0399240462,4.0,4.8,,,,"[""Books"",""Children's Books"",""Animals""]",
10134,While Justice Sleeps: A Novel,Stacey Abrams,9780385546584,0385546580,18.0,4.5,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",2021-05-11
10135,While Justice Sleeps: A Novel,Stacey Abrams (Author;Narrator);Adenrele Ojo (Narrator);Random House Audio (Publisher);0 more,9780593501764,0593501764,11.0,4.5,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Spies & Politics"",""Political""]",2021-05-25
10136,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",Reese Witherspoon,9781982109813,1982109815,87.0,4.8,,,,,2018
10137,White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo (Author);Michael Eric Dyson - foreword (Author);Amy Landon (Narrator);Beacon Press (Publisher);1 more,,,18.0,4.5,,,,"[""Books"",""Politics & Social Sciences"",""Sociology"",""Race Relations"",""Discrimination & Racism""]",
10138,White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,9780141990576,0141990570,8.0,4.5,,,,,2019-02-07
10139,White Fragility: Why It's So Hard for White People to Talk About Racism,by Dr. Robin DiAngelo (Author);Michael Eric Dyson (Foreword),9780807047415,0807047414,3.0,4.5,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.,https://www.amazon.com/White-Fragility-People-About-Racism/dp/0807047414?tag=NYTBS-20,,"[""Books"",""History"",""Americas""]",2018-06-26
10140,Who Moved My Cheese,Spencer Johnson,9781446458525,1446458520,16.0,4.6,,,,"[""Books"",""Business & Money"",""Business Culture""]",2015-03-20
10141,Who Moved My Cheese?: An A-Mazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson (Author);Kenneth Blanchard (Author);Tony Roberts (Narrator);Karen Ziemba (Narrator);Penguin Audio (Publisher);2 more,,,48.0,4.6,,,,"[""Books"",""Business & Money"",""Business Culture"",""Workplace Culture""]",
10142,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,9781982121198,198212119X,9.0,4.6,,,,,
10143,Why Men Love Bitches: From Doormat to Dreamgirl―A Woman's Guide to Holding Her Own in a Relationship,Sherry Argov,9781945876332,1945876336,1.0,4.7,,,,"[""Books"",""Self-Help"",""Relationships""]",2022-05
10144,Why We Sleep,Matthew Walker,9780141983776,0141983779,15.0,4.7,,,,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]",2017-09-28
10145,Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker (Author);John Sackville (Narrator);Penguin Books Ltd (Publisher);0 more,9780141983776,0141983779,22.0,4.7,,,,"[""Books"",""Health, Fitness & Dieting"",""Diseases & Physical Ailments"",""Sleep Disorders""]",2017-09-28
10146,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,9781501144318,1501144316,1.0,4.7,,,,"[""Books"",""Medical Books"",""Medicine""]",2017-10-03
10147,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker (Author);Steve West (Narrator);Simon;Schuster Audio (Publisher);0 more,9781501144318,1501144316,2.0,4.7,,,,"[""Books"",""Medical Books"",""Medicine"",""Internal Medicine"",""Neurology"",""Neuroscience""]",2017-10-03
